Gene symbol	Fold Change	Log fold change	Adjusted p-value	Description
CD300A	0.997	-0.004	7.462E-01	CD300A antigen
OLFR826	0.997	-0.004	8.204E-01	Olfactory receptor 826
OLFR655	0.997	-0.004	8.153E-01	Olfactory receptor 655
PRIM2	0.997	-0.004	5.237E-01	
PON1	0.997	-0.004	6.708E-01	Paraoxonase 1
SLC4A4	0.997	-0.004	9.845E-02	Transcribed locus
GNE	0.997	-0.004	5.072E-01	Glucosamine
SLC5A10	0.997	-0.004	4.107E-02	Solute carrier family 5 (sodium/glucose cotransporter), member 10
AMPD1	0.997	-0.004	3.401E-01	Adenosine monophosphate deaminase 1 (isoform M)
IPMK	0.997	-0.004	9.932E-01	Inositol polyphosphate multikinase
OLFR1324	0.997	-0.004	8.086E-01	Olfactory receptor 1324
TOX3	0.997	-0.004	9.926E-03	TOX high mobility group box family member 3
TCF19	0.997	-0.004	3.231E-01	
RCAN1	0.997	-0.004	1.679E-01	Regulator of calcineurin 1
DCBLD2	0.997	-0.004	6.735E-01	Discoidin, CUB and LCCL domain containing 2
KLF4	0.997	-0.004	5.439E-01	Transcribed locus
DMRT3	0.997	-0.004	1.485E-01	Doublesex and mab-3 related transcription factor 3
EBF4	0.997	-0.004	4.984E-01	
IHPK3	0.997	-0.004	4.658E-01	
XKR5	0.997	-0.004	6.235E-01	
ADORA2A	0.997	-0.004	5.412E-01	Adenosine A2a receptor
1700016K19RIK	0.997	-0.004	2.569E-01	RIKEN cDNA 1700016K19 gene
ESR1	0.997	-0.004	2.191E-01	Transcribed locus
BCL2L10	0.997	-0.004	7.280E-01	Bcl2-like 10
GIMAP9	0.997	-0.004	1.077E-02	GTPase, IMAP family member 9
RTN4RL2	0.997	-0.004	5.578E-02	Reticulon 4 receptor-like 2
UBE2R2	0.997	-0.004	3.840E-01	Ubiquitin-conjugating enzyme E2R 2
RNF144B	0.997	-0.004	8.238E-01	
GLT8D2	0.997	-0.004	1.234E-02	
ZFP161	0.997	-0.004	7.233E-01	
GPR77	0.997	-0.005	2.853E-01	
BASP1	0.997	-0.005	6.105E-02	Brain abundant, membrane attached signal protein 1
PLEKHM3	0.997	-0.005	7.874E-01	RIKEN cDNA 9430067K14 gene
1700012B09RIK	0.997	-0.005	7.769E-01	Transcribed locus
QPCT	0.997	-0.005	7.820E-01	Glutaminyl-peptide cyclotransferase (glutaminyl cyclase)
GLIS1	0.997	-0.005	4.980E-01	
NCF2	0.997	-0.005	6.857E-01	Transcribed locus, moderately similar to XP_001114105.1 neutrophil cytosolic factor 2 isoform 1 [Ma
2310036O22RIK	0.997	-0.005	9.879E-01	
GPR65	0.997	-0.005	8.647E-01	G-protein coupled receptor 65
WDR16	0.997	-0.005	7.568E-02	
GPC1	0.997	-0.005	9.861E-01	Glypican 1
E130309F12RIK	0.997	-0.005	5.627E-01	Transcribed locus
STAG3	0.997	-0.005	3.481E-01	
OLFR1054	0.997	-0.005	8.315E-01	Olfactory receptor 1054
MYH11	0.997	-0.005	6.956E-01	Myosin, heavy polypeptide 11, smooth muscle
HDDC2	0.997	-0.005	3.155E-01	
CXCL9	0.997	-0.005	2.716E-01	Chemokine (C-X-C motif) ligand 9
FKBP7	0.997	-0.005	7.191E-01	Transcribed locus, moderately similar to XP_215758.4 similar to FK506-binding protein 7 precursor (
ADRB1	0.997	-0.005	3.371E-01	
DSCR2	0.997	-0.005	7.160E-01	
RFXANK	0.997	-0.005	5.848E-01	Regulatory factor X-associated ankyrin-containing protein
ZFP768	0.997	-0.005	7.426E-01	Zinc finger protein 768
THRAP2	0.997	-0.005	6.327E-01	
EIF4A3	0.997	-0.005	9.873E-01	
CELSR1	0.997	-0.005	3.503E-01	Cadherin EGF LAG seven-pass G-type receptor 1
PADI2	0.997	-0.005	7.572E-02	Peptidyl arginine deiminase, type II
CCL6	0.997	-0.005	3.040E-01	Chemokine (C-C motif) ligand 6
SNX7	0.997	-0.005	2.507E-01	Sorting nexin 7
D14ERTD231E	0.997	-0.005	4.331E-01	
BIVM	0.997	-0.005	6.622E-01	Basic, immunoglobulin-like variable motif containing
EG432939	0.997	-0.005	3.419E-02	
HSPBAP1	0.997	-0.005	4.156E-01	Transcribed locus
PLEKHA7	0.997	-0.005	3.507E-01	
KRT23	0.997	-0.005	1.092E-02	Keratin 23
IL21R	0.997	-0.005	6.856E-01	
NKD2	0.997	-0.005	4.407E-02	Transcribed locus
SERPINB6B	0.997	-0.005	6.723E-01	Serine (or cysteine) peptidase inhibitor, clade B, member 6b
AP1M2	0.997	-0.005	4.668E-01	
9130019O22RIK	0.997	-0.005	6.303E-01	RIKEN cDNA 9130019O22 gene
RASGRP2	0.997	-0.005	2.160E-01	RAS, guanyl releasing protein 2
MESP1	0.997	-0.005	7.261E-01	
MGAT4A	0.997	-0.005	6.257E-02	
TTLL10	0.997	-0.005	7.696E-01	Tubulin tyrosine ligase-like family, member 10
IGSF3	0.997	-0.005	9.906E-01	Immunoglobulin superfamily, member 3
STX17	0.997	-0.005	2.341E-01	Syntaxin 17
ZBTB8	0.997	-0.005	1.008E-01	
C8B	0.997	-0.005	6.098E-01	Complement component 8, beta subunit
CWC15	0.997	-0.005	4.884E-01	Transcribed locus
ASB10	0.997	-0.005	2.300E-01	Ankyrin repeat and SOCS box-containing protein 10
OLFR616	0.997	-0.005	6.808E-01	Olfactory receptor 616
RGS6	0.997	-0.005	3.531E-01	Regulator of G-protein signaling 6
OLFR788	0.997	-0.005	5.842E-01	Olfactory receptor 788
SLC35D3	0.997	-0.005	8.804E-02	Solute carrier family 35, member D3
BMP3	0.997	-0.005	4.299E-02	
CETN2	0.997	-0.005	5.074E-01	Centrin 2
ERCC2	0.997	-0.005	6.069E-01	
TNS4	0.997	-0.005	1.911E-01	Tensin 4
STK35	0.997	-0.005	9.648E-01	Serine/threonine kinase 35
TOR3A	0.997	-0.005	1.648E-01	
LOC100038898	0.997	-0.005	3.126E-01	
MAN1C1	0.997	-0.005	6.741E-01	Mannosidase, alpha, class 1C, member 1
CAV1	0.997	-0.005	9.936E-01	Caveolin, caveolae protein 1
V1RA8	0.997	-0.005	6.743E-01	Vomeronasal 1 receptor, A8
B430203M17RIK	0.997	-0.005	7.259E-01	
CHCHD2	0.997	-0.005	3.683E-01	CDNA, clone:Y2G0119E09, strand:plus, reference:ENSEMBL:Mouse-Transcript-ENST:ENSMUST00000056236, bas
E430002D04RIK	0.997	-0.005	1.397E-01	
OTTMUSG00000017677	0.997	-0.005	9.253E-02	
CCDC5	0.997	-0.005	9.447E-01	
ZMYND10	0.997	-0.005	9.216E-02	Zinc finger, MYND domain containing 10
CD244	0.997	-0.005	3.751E-01	CD244 natural killer cell receptor 2B4
EIF2C4	0.997	-0.005	6.596E-01	
FGFRL1	0.997	-0.005	9.472E-01	Fibroblast growth factor receptor-like 1
2200002K05RIK	0.997	-0.005	3.410E-01	
DNAJB5	0.997	-0.005	2.670E-01	
LENG1	0.997	-0.005	5.079E-01	Leukocyte receptor cluster (LRC) member 1
SDK2	0.997	-0.005	5.171E-01	Sidekick homolog 2 (chicken)
BTD	0.997	-0.005	6.188E-01	Biotinidase
SLC25A10	0.997	-0.005	9.265E-01	Solute carrier family 25 (mitochondrial carrier, dicarboxylate transporter), member 10
KNG1	0.997	-0.005	8.618E-02	Kininogen 1
CAMK1G	0.997	-0.005	2.619E-01	Calcium/calmodulin-dependent protein kinase I gamma
TFDP2	0.997	-0.005	7.194E-01	Transcribed locus
SH3BP1	0.997	-0.005	2.353E-01	SH3-domain binding protein 1
IL17RB	0.997	-0.005	1.479E-01	
SHQ1	0.997	-0.005	5.665E-01	SHQ1 homolog (S. cerevisiae)
MAGEB2	0.997	-0.005	8.329E-01	
TSR1	0.997	-0.005	5.708E-01	TSR1, 20S rRNA accumulation, homolog (yeast)
DLL1	0.997	-0.005	8.607E-02	Delta-like 1 (Drosophila)
1110008J03RIK	0.997	-0.005	9.237E-01	
CD97	0.996	-0.005	1.410E-01	CD97 antigen
ZFP339	0.996	-0.005	9.595E-03	
RNF38	0.996	-0.005	6.487E-01	Ring finger protein 38
RAP2B	0.996	-0.005	3.011E-01	RAP2B, member of RAS oncogene family
GM1661	0.996	-0.005	7.217E-01	
TBX22	0.996	-0.005	3.915E-01	T-box 22
D12ERTD551E	0.996	-0.005	8.106E-01	
0610037D15RIK	0.996	-0.005	8.091E-01	
HIST2H3B	0.996	-0.005	9.897E-01	
TFIP11	0.996	-0.005	9.904E-01	Tuftelin interacting protein 11
TMEM44	0.996	-0.005	3.791E-01	Transmembrane protein 44
RAD51L3	0.996	-0.005	8.806E-01	
ZFP91	0.996	-0.005	8.180E-01	Zinc finger protein 91
EPS8L1	0.996	-0.005	3.800E-01	
OCA2	0.996	-0.005	2.092E-01	Pink-eyed dilution
AOC2	0.996	-0.005	2.758E-01	Amine oxidase, copper containing 2 (retina-specific)
OLFR1469	0.996	-0.005	7.289E-01	Olfactory receptor 1469
PAPSS2	0.996	-0.005	7.135E-01	3'-phosphoadenosine 5'-phosphosulfate synthase 2
RCOR2	0.996	-0.005	7.225E-02	REST corepressor 2
CEP70	0.996	-0.005	1.628E-01	Centrosomal protein 70
CENPM	0.996	-0.005	8.145E-01	Centromere protein M
CSTB	0.996	-0.005	9.857E-01	
4930562D19RIK	0.996	-0.005	5.848E-01	
SYT17	0.996	-0.005	1.676E-01	Synaptotagmin XVII
PITX2	0.996	-0.005	2.769E-01	
SAMD5	0.996	-0.005	5.664E-02	Sterile alpha motif domain containing 5
BCL2A1D	0.996	-0.005	3.097E-02	
STAM2	0.996	-0.005	8.341E-01	Signal transducing adaptor molecule (SH3 domain and ITAM motif) 2
FMR1NB	0.996	-0.005	5.749E-02	Fragile X mental retardation 1 neighbor
MCM10	0.996	-0.005	1.906E-01	Minichromosome maintenance deficient 10 (S. cerevisiae)
TMEM16B	0.996	-0.005	4.933E-02	
PHF15	0.996	-0.005	5.204E-01	
OLFR432	0.996	-0.005	7.307E-01	Olfactory receptor 432
SIGLECE	0.996	-0.005	5.718E-02	Sialic acid binding Ig-like lectin E
ARFGAP3	0.996	-0.005	5.453E-01	ADP-ribosylation factor GTPase activating protein 3
CDH16	0.996	-0.005	8.422E-01	Cadherin 16
FIGF	0.996	-0.005	4.832E-03	C-fos induced growth factor
CST7	0.996	-0.005	2.380E-01	
OLFR1154	0.996	-0.005	6.309E-01	Olfactory receptor 1154
ENPP1	0.996	-0.005	7.838E-01	Transcribed locus
GRM7	0.996	-0.005	1.847E-01	Glutamate receptor, metabotropic 7
CCRL2	0.996	-0.005	5.032E-01	Chemokine (C-C motif) receptor-like 2
C130060K24RIK	0.996	-0.005	2.576E-01	RIKEN cDNA C130060K24 gene
PEAR1	0.996	-0.005	6.470E-01	RIKEN cDNA 3110045G13 gene
OXSR1	0.996	-0.005	5.484E-01	Oxidative-stress responsive 1
CYP1B1	0.996	-0.005	8.929E-01	Cytochrome P450, family 1, subfamily b, polypeptide 1
EYA4	0.996	-0.005	6.757E-01	Eyes absent 4 homolog (Drosophila)
PKNOX1	0.996	-0.005	9.259E-01	Pbx/knotted 1 homeobox
EFCAB4B	0.996	-0.005	5.651E-01	EF-hand calcium binding domain 4B
SPINT1	0.996	-0.005	7.124E-02	Transcribed locus
KIF3C	0.996	-0.005	9.762E-01	CDNA, clone:Y2G0143G08, strand:plus, reference:ENSEMBL:Mouse-Transcript-ENST:ENSMUST00000020999, bas
SYNPO2L	0.996	-0.005	7.387E-01	Synaptopodin 2-like
GPR137B	0.996	-0.005	5.795E-02	G protein-coupled receptor 137B
KLHL15	0.996	-0.005	5.044E-01	Adult male corpus striatum cDNA, RIKEN full-length enriched library, clone:C030020B06 product:unclas
LOC100046163	0.996	-0.005	7.135E-01	
CD80	0.996	-0.005	1.864E-02	
MRPL13	0.996	-0.005	9.863E-01	
EPSTI1	0.996	-0.005	2.966E-02	
LOC100046254	0.996	-0.005	7.724E-01	
ZFP62	0.996	-0.005	6.757E-01	
RXFP1	0.996	-0.005	7.561E-02	
A030009H04RIK	0.996	-0.005	6.939E-01	
1700072E05RIK	0.996	-0.005	5.439E-01	
DEFCR-RS12	0.996	-0.005	5.678E-01	
LRRC25	0.996	-0.005	4.589E-01	Leucine rich repeat containing 25
PVR	0.996	-0.005	2.281E-01	Poliovirus receptor
BC050196	0.996	-0.005	7.532E-01	
KRTAP16-7	0.996	-0.005	5.356E-01	
NCL	0.996	-0.005	9.855E-01	Nucleolin
PFKFB1	0.996	-0.005	7.285E-01	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1
NR5A2	0.996	-0.005	7.167E-01	Nuclear receptor subfamily 5, group A, member 2
NR0B1	0.996	-0.005	6.150E-01	Nuclear receptor subfamily 0, group B, member 1
LY6G6D	0.996	-0.005	8.029E-01	
TOP3A	0.996	-0.006	2.672E-01	Topoisomerase (DNA) III alpha
KLF10	0.996	-0.006	8.674E-01	
BVES	0.996	-0.006	6.683E-01	
SUV39H1	0.996	-0.006	5.528E-01	Suppressor of variegation 3-9 homolog 1 (Drosophila)
EMCN	0.996	-0.006	9.824E-01	Transcribed locus
PUNC	0.996	-0.006	3.747E-01	
LOC100040919	0.996	-0.006	4.562E-02	
3110049J23RIK	0.996	-0.006	3.962E-01	
OXT	0.996	-0.006	6.782E-01	
IL8RA	0.996	-0.006	6.854E-01	
STAT6	0.996	-0.006	3.180E-01	Signal transducer and activator of transcription 6
RASGRF2	0.996	-0.006	2.505E-02	RAS protein-specific guanine nucleotide-releasing factor 2
SEC14L4	0.996	-0.006	7.196E-01	
AFAP1L1	0.996	-0.006	1.519E-01	Actin filament associated protein 1-like 1
LRP5	0.996	-0.006	1.578E-01	
SMGC	0.996	-0.006	6.356E-01	Transcribed locus
2610034M16RIK	0.996	-0.006	1.055E-01	RIKEN cDNA 2610034M16 gene
SRRP	0.996	-0.006	3.646E-01	
TARSL2	0.996	-0.006	6.631E-01	TM2 domain containing 3
1700123O20RIK	0.996	-0.006	9.897E-01	Transcribed locus
SNTB2	0.996	-0.006	6.972E-01	Syntrophin, basic 2
CCDC113	0.996	-0.006	3.965E-01	Coiled-coil domain containing 113
ARMC7	0.996	-0.006	3.430E-01	Armadillo repeat containing 7
PSMD13	0.996	-0.006	9.721E-01	Proteasome (prosome, macropain) 26S subunit, non-ATPase, 13
MDH1B	0.996	-0.006	3.426E-01	Malate dehydrogenase 1B, NAD (soluble)
BB014433	0.996	-0.006	8.022E-01	Expressed sequence BB014433
KEL	0.996	-0.006	6.525E-01	Kell blood group
LOC100048346	0.996	-0.006	7.357E-01	
DAP	0.996	-0.006	2.429E-01	Death-associated protein
PLCXD1	0.996	-0.006	3.465E-01	Phosphatidylinositol-specific phospholipase C, X domain containing 1
DERL2	0.996	-0.006	3.278E-01	Der1-like domain family, member 2
ZBTB7C	0.996	-0.006	8.118E-02	Transcribed locus
1300007F04RIK	0.996	-0.006	1.425E-01	
TSSK6	0.996	-0.006	8.767E-01	Testis-specific serine kinase 6
BMP2K	0.996	-0.006	3.109E-02	BMP2 inducible kinase
EHD3	0.996	-0.006	9.808E-01	EH-domain containing 3
MRC1	0.996	-0.006	7.391E-01	Mannose receptor, C type 1
RIPK4	0.996	-0.006	5.730E-01	Receptor-interacting serine-threonine kinase 4
TBX1	0.996	-0.006	8.739E-01	
D17H6S56E-5	0.996	-0.006	1.975E-01	
UBB	0.996	-0.006	9.765E-01	Transcribed locus
BCL2A1C	0.996	-0.006	2.684E-02	B-cell leukemia/lymphoma 2 related protein A1c
MRPL51	0.996	-0.006	3.660E-01	Mitochondrial ribosomal protein L51
RPS19BP1	0.996	-0.006	6.073E-01	
DERA	0.996	-0.006	6.163E-01	
OLFR524	0.996	-0.006	5.883E-01	Olfactory receptor 524
SEC22C	0.996	-0.006	7.106E-01	
HIST1H2AG	0.996	-0.006	2.484E-01	Histone cluster 1, H2ag
LOC100046264	0.996	-0.006	1.775E-01	
XKR4	0.996	-0.006	5.760E-01	X Kell blood group precursor related family member 4
WWP1	0.996	-0.006	8.643E-01	Transcribed locus
COL12A1	0.996	-0.006	2.112E-01	Collagen, type XII, alpha 1
CARTPT	0.996	-0.006	2.807E-01	Transcribed locus
TRIP10	0.996	-0.006	2.719E-01	Thyroid hormone receptor interactor 10
AU021838	0.996	-0.006	3.364E-01	
ASB11	0.996	-0.006	6.566E-01	Ankyrin repeat and SOCS box-containing protein 11
RNF8	0.996	-0.006	9.883E-01	Ring finger protein 8
NUDC	0.996	-0.006	9.649E-01	Transcribed locus, strongly similar to XP_001110606.1 similar to nuclear distribution gene C homolo
OLFR796	0.996	-0.006	5.377E-01	Olfactory receptor 796
STFA1	0.996	-0.006	5.421E-01	Stefin A1
C1QL3	0.996	-0.006	2.096E-01	
TREML1	0.996	-0.006	1.128E-01	Triggering receptor expressed on myeloid cells-like 1
TNKS	0.996	-0.006	4.923E-01	Tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase
REEP5	0.996	-0.006	9.788E-01	Receptor accessory protein 5
NR2E1	0.996	-0.006	1.133E-02	Nuclear receptor subfamily 2, group E, member 1
NECAB1	0.996	-0.006	1.378E-01	EF hand calcium binding protein 1
ME3	0.996	-0.006	4.869E-01	Malic enzyme 3, NADP(+)-dependent, mitochondrial
PLSCR4	0.996	-0.006	6.749E-01	Transcribed locus
CHAF1A	0.996	-0.006	5.966E-01	
RC3H1	0.996	-0.006	6.433E-01	RING CCCH (C3H) domains 1
SOAT2	0.996	-0.006	5.971E-01	Sterol O-acyltransferase 2
DOC2A	0.996	-0.006	6.358E-02	
STX2	0.996	-0.006	4.674E-02	Syntaxin 2
CD3E	0.996	-0.006	8.124E-02	
OLFR1161	0.996	-0.006	6.568E-01	Olfactory receptor 1161
BCL2L12	0.996	-0.006	7.846E-01	
EPHA5	0.996	-0.006	5.251E-03	Eph receptor A5
DOK5	0.996	-0.006	9.281E-02	
LYAR	0.996	-0.006	8.300E-01	Ly1 antibody reactive clone
FHOD3	0.996	-0.006	3.860E-01	Formin homology 2 domain containing 3
DUSP13	0.996	-0.006	7.804E-01	Dual specificity phosphatase 13
PPIE	0.996	-0.006	9.811E-01	
MTAP4	0.996	-0.006	2.255E-01	
HIST1H4D	0.996	-0.006	2.058E-01	
BC024139	0.996	-0.006	2.082E-01	
PLP2	0.996	-0.006	2.195E-01	
CLEC2E	0.996	-0.006	3.028E-02	C-type lectin domain family 2, member e
C2CD3	0.996	-0.006	9.844E-01	Expressed sequence AU020772
TRP63	0.996	-0.006	6.578E-01	
ALOX5	0.996	-0.006	1.370E-01	Transcribed locus
RXRG	0.996	-0.006	1.369E-01	Retinoid X receptor gamma
ABI3BP	0.996	-0.006	4.059E-01	ABI gene family, member 3 (NESH) binding protein
GGPS1	0.996	-0.006	6.191E-01	Transcribed locus, weakly similar to XP_001122899.1 similar to quemao CG8593-PA, partial [Apis mell
FUT2	0.996	-0.006	7.046E-01	Fucosyltransferase 2
TBC1D24	0.996	-0.006	3.372E-01	TBC1 domain family, member 24
ART1	0.996	-0.006	7.888E-01	ADP-ribosyltransferase 1
LOC637082	0.996	-0.006	1.053E-01	
CYP2B10	0.996	-0.006	7.150E-01	Cytochrome P450, family 2, subfamily b, polypeptide 10
HSF5	0.996	-0.006	3.506E-01	Heat shock transcription factor family member 5
ACAA1B	0.996	-0.006	3.810E-02	Acetyl-Coenzyme A acyltransferase 1B
SEC14L3	0.996	-0.006	8.061E-01	
GNB3	0.996	-0.006	6.533E-01	Guanine nucleotide binding protein, beta 3
2900073G15RIK	0.996	-0.006	6.245E-01	
C330019G07RIK	0.996	-0.006	3.646E-01	
PDE4B	0.996	-0.006	6.064E-01	Phosphodiesterase 4B, cAMP specific
PECR	0.995	-0.007	2.765E-01	Peroxisomal trans-2-enoyl-CoA reductase
TMCC3	0.995	-0.007	4.195E-01	
SFRS12	0.995	-0.007	1.896E-01	
ANGPTL7	0.995	-0.007	1.876E-02	Angiopoietin-like 7
4930599N23Rik	0.995	-0.007	7.536E-02	
V1RE6	0.995	-0.007	7.191E-01	
TGFB1I1	0.995	-0.007	2.782E-01	Transforming growth factor beta 1 induced transcript 1
LCE1E	0.995	-0.007	5.920E-01	Late cornified envelope 1E
IRAK1	0.995	-0.007	8.505E-01	Interleukin-1 receptor-associated kinase 1
CSL	0.995	-0.007	1.898E-01	Citrate synthase like
SPATA2	0.995	-0.007	9.563E-01	Transcribed locus
TSPAN32	0.995	-0.007	5.437E-02	Transcribed locus
RHOT1	0.995	-0.007	9.775E-01	Ras homolog gene family, member T1
GALM	0.995	-0.007	1.897E-01	
CALY	0.995	-0.007	5.455E-01	Dopamine receptor D1 interacting protein
SRP19	0.995	-0.007	4.203E-01	
CD8B1	0.995	-0.007	2.831E-01	CD8 antigen, beta chain 1
LAMC2	0.995	-0.007	3.198E-03	Laminin, gamma 2
OLFR372	0.995	-0.007	8.183E-01	Olfactory receptor 372
FANK1	0.995	-0.007	4.636E-02	Transcribed locus
AR	0.995	-0.007	9.043E-02	Androgen receptor
C630035N08RIK	0.995	-0.007	6.687E-01	
DCLRE1C	0.995	-0.007	1.261E-01	DNA cross-link repair 1C, PSO2 homolog (S. cerevisiae)
GDI2	0.995	-0.007	4.113E-01	Guanosine diphosphate (GDP) dissociation inhibitor 2
RBM18	0.995	-0.007	9.725E-01	Transcribed locus
GPC2	0.995	-0.007	1.395E-01	Transcribed locus
4921510H08RIK	0.995	-0.007	7.668E-01	
SENP5	0.995	-0.007	3.130E-01	SUMO/sentrin specific peptidase 5
SCNN1A	0.995	-0.007	4.849E-02	Sodium channel, nonvoltage-gated, type I, alpha
LIF	0.995	-0.007	4.990E-01	Leukemia inhibitory factor
SLIT1	0.995	-0.007	1.892E-02	Slit homolog 1 (Drosophila)
Tyms-ps	0.995	-0.007	1.097E-01	
TRHR	0.995	-0.007	1.840E-02	Thyrotropin releasing hormone receptor
CHRM5	0.995	-0.007	7.653E-01	Cholinergic receptor, muscarinic 5
GGT5	0.995	-0.007	9.026E-03	Gamma-glutamyltransferase-like activity 1
LRRC59	0.995	-0.007	2.429E-01	Leucine rich repeat containing 59
TMPRSS5	0.995	-0.007	3.672E-01	Transmembrane protease, serine 5 (spinesin)
OLFR1507	0.995	-0.007	8.198E-01	Olfactory receptor 1507
OLFR714	0.995	-0.007	7.462E-01	Olfactory receptor 714
VAT1	0.995	-0.007	3.155E-01	Vesicle amine transport protein 1 homolog (T californica)
FGF5	0.995	-0.007	7.814E-03	Fibroblast growth factor 5
PAPD4	0.995	-0.007	5.938E-01	
PLCZ1	0.995	-0.007	7.732E-01	Phospholipase C, zeta 1
SMYD4	0.995	-0.007	7.187E-01	SET and MYND domain containing 4
NR1I3	0.995	-0.007	6.202E-01	
ST6GALNAC3	0.995	-0.007	1.060E-01	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltran
SFMBT1	0.995	-0.007	8.746E-01	Scm-like with four mbt domains 1
ZFP609	0.995	-0.007	7.233E-01	
NXPH2	0.995	-0.007	4.906E-02	Neurexophilin 2
DDC	0.995	-0.007	3.024E-01	Dopa decarboxylase
KRT74	0.995	-0.007	8.043E-01	keratin 74
PPME1	0.995	-0.007	9.717E-01	Protein phosphatase methylesterase 1
GLP2R	0.995	-0.007	1.769E-03	Glucagon-like peptide 2 receptor
PRKCH	0.995	-0.007	6.959E-01	
SRGAP3	0.995	-0.007	8.226E-01	SLIT-ROBO Rho GTPase activating protein 3
APC	0.995	-0.007	4.425E-01	Adenomatosis polyposis coli
ABHD6	0.995	-0.007	7.732E-01	Abhydrolase domain containing 6
NET1	0.995	-0.007	4.991E-01	Neuroepithelial cell transforming gene 1
LCE1I	0.995	-0.007	6.628E-01	Late cornified envelope 1I
ANKRD27	0.995	-0.007	7.222E-02	
ATP2B4	0.995	-0.007	7.185E-01	ATPase, Ca++ transporting, plasma membrane 4
OLFR828	0.995	-0.007	6.934E-01	Olfactory receptor 828
ZFP93	0.995	-0.007	5.825E-01	
MOV10	0.995	-0.007	2.304E-02	Transcribed locus
PQLC2	0.995	-0.007	8.289E-01	PQ loop repeat containing 2
DOC2G	0.995	-0.007	9.631E-01	
CCDC40	0.995	-0.007	6.955E-01	Coiled-coil domain containing 40
RPS6KB2	0.995	-0.007	1.941E-01	Ribosomal protein S6 kinase, polypeptide 2
CTSO	0.995	-0.007	4.718E-02	Cathepsin O
CBLN2	0.995	-0.007	5.566E-01	Cerebellin 2 precursor protein
GPBP1L1	0.995	-0.007	6.147E-01	Transcribed locus, moderately similar to XP_001103907.1 similar to GC-rich promoter binding protein
1110019N10RIK	0.995	-0.007	9.772E-01	
P2RX7	0.995	-0.007	1.079E-01	Transcribed locus
C030046I01RIK	0.995	-0.007	2.222E-01	
ACCN3	0.995	-0.007	4.108E-01	
GCH1	0.995	-0.007	3.855E-01	
ME2	0.995	-0.007	7.417E-01	Transcribed locus
RIPK2	0.995	-0.007	1.118E-01	
D330028D13RIK	0.995	-0.008	6.446E-01	
CAR7	0.995	-0.008	5.187E-01	Carbonic anhydrase 7
EFNB2	0.995	-0.008	4.601E-02	Ephrin B2
PTPRC	0.995	-0.008	2.873E-01	Protein tyrosine phosphatase, receptor type, C
PDE4A	0.995	-0.008	6.458E-01	Phosphodiesterase 4A, cAMP specific
OLFR1222	0.995	-0.008	5.279E-01	Olfactory receptor 1222
INDO	0.995	-0.008	9.632E-02	
5830468K18RIK	0.995	-0.008	8.088E-02	
DIO1	0.995	-0.008	7.757E-01	Deiodinase, iodothyronine, type I
OLFR508	0.995	-0.008	9.500E-01	Olfactory receptor 508
LOC100044160	0.995	-0.008	6.471E-01	
LOC100047579	0.995	-0.008	1.655E-01	
2700081O15RIK	0.995	-0.008	3.084E-01	RIKEN cDNA 2700081O15 gene
ARMC3	0.995	-0.008	1.762E-03	Armadillo repeat containing 3
FMO5	0.995	-0.008	1.534E-01	Flavin containing monooxygenase 5
TDRD12	0.995	-0.008	3.577E-01	RIKEN cDNA 2410004F06 gene
CRIM2	0.995	-0.008	4.849E-02	
RASL2-9	0.995	-0.008	2.405E-02	RAN, member RAS oncogene family
DUSP18	0.995	-0.008	2.661E-02	Dual specificity phosphatase 18
BBS1	0.995	-0.008	4.106E-01	Bardet-Biedl syndrome 1 homolog (human)
BC056923	0.995	-0.008	3.011E-01	
DKKL1	0.995	-0.008	2.420E-01	
NPAS1	0.995	-0.008	4.332E-01	
RBPJL	0.995	-0.008	2.404E-02	
TNFAIP2	0.995	-0.008	1.996E-01	
4732429D16RIK	0.995	-0.008	7.266E-01	
MCM3	0.995	-0.008	4.243E-01	
TRPM3	0.995	-0.008	8.183E-01	Transcribed locus
IL31RA	0.995	-0.008	7.008E-01	Transcribed locus
SLC36A3	0.995	-0.008	6.167E-01	
SMYD2	0.995	-0.008	9.867E-01	
INHBA	0.995	-0.008	1.801E-01	Inhibin beta-A
4930452B06RIK	0.995	-0.008	3.060E-03	RIKEN cDNA 4930452B06 gene
FRAS1	0.995	-0.008	3.404E-03	Fraser syndrome 1 homolog (human)
4632417N05RIK	0.995	-0.008	3.389E-02	
HS1BP3	0.995	-0.008	4.485E-02	HCLS1 binding protein 3
DPEP3	0.995	-0.008	7.667E-01	Dipeptidase 3
HORMAD1	0.995	-0.008	7.878E-01	HORMA domain containing 1
HIST1H3A	0.995	-0.008	2.596E-01	Histone cluster 1, H3a
ZFP758	0.995	-0.008	3.191E-01	Zinc finger protein 758
AVPI1	0.994	-0.008	7.600E-01	Arginine vasopressin-induced 1
MPDZ	0.994	-0.008	7.702E-01	Multiple PDZ domain protein
1700027A23RIK	0.994	-0.008	6.901E-01	
SLC6A11	0.994	-0.008	8.703E-01	Solute carrier family 6 (neurotransmitter transporter, GABA), member 11
